,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,a√±o_mes
20050,2bc76dc101f9fa63d195e341cd11a649,0c3f7c99a73c83fdf43aa51186a7b012,canceled,2018-02-22 17:09:58,2018-02-22 17:28:45,,,2018-03-12 00:00:00,2018-02
20251,a0f2f8b0523207a13f02225bc812ed23,616b91d43810a9097e1ab529e809b950,canceled,2018-07-31 10:48:42,2018-07-31 11:30:32,,,2018-08-03 00:00:00,2018-07
20267,5f787bb3e0a01a4f347192157c036791,61954273c451808b32e15fb11dbf9116,canceled,2017-03-13 06:03:37,2017-03-13 06:03:37,,,2017-04-03 00:00:00,2017-03
20311,f7b13a5afd48ca5bcf589a25d5377b00,d791834a0555c0062e98d735083f4373,canceled,2018-07-12 12:14:56,2018-07-12 12:30:12,,,2018-07-30 00:00:00,2018-07
20522,1469262ec8414d0e3f821bda79cf14cc,b53f2d80af3f43f230402209960c81e6,canceled,2018-07-16 11:27:29,2018-07-18 03:31:06,,,2018-08-07 00:00:00,2018-07
20551,6683aa4f73f7869ec65ebeeef53f700b,44d53248bdd39a477bcf6278e73a2844,canceled,2017-04-26 22:38:50,2017-04-27 01:15:17,,,2017-05-29 00:00:00,2017-04
20611,9aeaadde646cd9e4c51638f24ecf63cb,b9f1e74e29e518dde4d453acdcd1c7e6,canceled,2018-02-09 16:25:56,2018-02-09 17:00:25,,,2018-02-23 00:00:00,2018-02
20702,60f0f4f310904e1d0c7d41224fcb45d6,75c822ccf568d44bb0a6066731ef9baf,canceled,2017-08-02 17:56:11,2017-08-02 18:10:16,,,2017-08-30 00:00:00,2017-08
20778,4d59cc2a2e7bb6c0a851725f5888a9b5,ead83a4f8f7be8c3034b2e98754a6147,canceled,2018-09-06 14:50:07,,,,2018-09-21 00:00:00,2018-09
20889,98e38b5d59b358aaf4d5a08ca9814883,6060d9a57cf9e44fa54a5034481e458d,canceled,2017-02-07 15:25:41,2017-02-07 16:30:10,,,2017-03-06 00:00:00,2017-02
21110,7582b8c10039cceafcfe7b13e41a91e2,57bb0f2ff265139687180b2fb387e198,canceled,2018-02-07 14:27:34,2018-02-07 14:35:40,2018-02-10 14:08:59,,2018-03-08 00:00:00,2018-02
21321,936a199847ccb47438d3ae454d5e18d1,8c587eca721e5478cc6bd17ac3e8cb4c,canceled,2018-02-02 17:42:31,2018-02-02 17:52:12,2018-02-05 13:19:36,,2018-03-09 00:00:00,2018-02
21505,d688c0804e20281bdd7c7c864fe300fb,033f5ddbb536a477e81abd786f23f452,canceled,2018-05-22 20:31:58,2018-05-22 20:56:48,,,2018-06-06 00:00:00,2018-05
21716,8f367420ab5fc7305b7383f29ef4ed4e,56be20830570df2c36d2935be6f1e417,canceled,2018-01-30 22:32:13,2018-01-31 20:30:52,2018-02-01 22:47:53,,2018-02-23 00:00:00,2018-01
21752,847e04c1fabd29748790e74c1430c603,456689adc192943c460cdefd37b4ccfb,canceled,2018-08-06 20:05:00,2018-08-06 20:25:19,,,2018-08-13 00:00:00,2018-08
21901,cdcdab9c657011a188471120c6c6accf,b12cee13b76df10c9c9aba2e9605e300,canceled,2017-09-13 20:38:00,2017-09-13 20:50:12,,,2017-10-11 00:00:00,2017-09
22198,8a02df0db15a7e4f1ba462a2b939a532,30284eafcda5344374c7853fb73e07a5,canceled,2017-10-22 14:00:34,2017-10-22 14:14:21,,,2017-11-09 00:00:00,2017-10
22231,81b7c7bbc8ec003eeb67d87441a6a148,75c6e03e7206bd1dd59f427c9f75142a,canceled,2018-08-20 09:03:23,,,,2018-09-03 00:00:00,2018-08
22320,f489dacdbad0317b1ac5e2c190b3ed26,aa41ab7e6243152d3c21ec01446ee1df,canceled,2017-11-13 11:41:46,2017-11-13 11:50:41,,,2017-12-06 00:00:00,2017-11
22578,3656e5952194117e323c383e559941a3,881c33e67e834bcd0e7229a37c674c13,canceled,2017-09-15 09:29:20,2017-09-19 03:37:51,,,2017-10-05 00:00:00,2017-09
22965,24c30ddeb5a4b85a61bbb58b9e3d66c9,b73c72519bfcc61f91836d7a67ef40d5,canceled,2018-08-07 16:57:23,2018-08-09 03:35:18,,,2018-08-20 00:00:00,2018-08
22992,2aaab7e991347226dbda1f61c6785f88,55c72a24117236fa6e1e89bb2b4a02e0,canceled,2018-07-25 13:57:52,2018-07-25 15:10:12,,,2018-08-10 00:00:00,2018-07
23230,5c5bada3b8df98250966f5a7a584657d,8b6d84f739545aebe27a78474fe9ab9d,canceled,2017-11-06 18:16:33,2017-11-07 03:31:09,,,2017-11-28 00:00:00,2017-11
23526,15ec3d48383c58c0dc96cd66f8884630,fc768a2275c44d9383cc6926adac469d,canceled,2018-08-23 15:17:19,,,,2018-09-20 00:00:00,2018-08
23654,f3c5d914eec90079a826c2b5ea7fe6bc,078c6672babf4cf39a551e2dcd79229e,canceled,2018-01-26 12:58:01,2018-01-26 13:12:44,2018-01-26 21:45:07,,2018-02-19 00:00:00,2018-01
23679,b85825cdbdab14cc17f2e159f0fba217,acf49250165ea89cee38b3c29d67e838,canceled,2018-07-21 23:27:59,2018-07-21 23:44:08,,,2018-08-09 00:00:00,2018-07
24089,c3514a3dc150acbbf0ab547f1cdc1fe4,2731bf1c00685708217536d50bd1c8c9,canceled,2017-09-16 21:43:02,2017-09-16 21:55:07,,,2017-10-16 00:00:00,2017-09
24097,5e30dcb2e114da32afe2f0942750616a,1d19f123d715d31a525094a81bbea5ef,canceled,2018-04-06 22:13:21,2018-04-06 22:29:11,,,2018-04-25 00:00:00,2018-04
24115,33fe1cb532ac16a48902980e00c26da6,e0669fc658288e9aea6d958ea90fb9b7,canceled,2017-07-25 19:26:15,,,,2017-08-28 00:00:00,2017-07
24136,65fc7195f2f70e60bd81a12c69d7389d,f0e3b37d5ca2fc5c28ba3f66c71a3aaf,canceled,2017-07-25 10:11:21,2017-07-26 20:45:57,,,2017-08-08 00:00:00,2017-07
24410,0d3adebce4bebc1f80a7f36e9833f497,a7c87c25dbdded68c26c640582cb5ddb,canceled,2018-09-03 18:40:50,,,,2018-10-02 00:00:00,2018-09
24555,bfb074fa3d43b5b13e7a67203ebdedf5,a4e90b1807174d6b2013ffab1ada0575,canceled,2017-05-12 10:11:53,2017-05-12 10:25:08,,,2017-06-09 00:00:00,2017-05
24610,4a44e928d587e7cd7068ea354471c477,f04cee5f84e73924695f31301c815ab8,canceled,2018-06-05 13:51:50,2018-06-05 14:31:18,,,2018-06-21 00:00:00,2018-06
24643,00ae7a8b4936674ebb701d4a23719a79,a7e8a3cb55d9c9a536992c6465a46a3f,canceled,2018-05-09 14:14:06,2018-05-09 15:51:32,,,2018-05-17 00:00:00,2018-05
24752,a9957adf297a6be5e8625b3e93329c6d,7e779aeb9722a44ac85680883c9ee20f,canceled,2017-03-06 20:51:57,2017-03-06 21:03:03,,,2017-03-22 00:00:00,2017-03
24830,642a8a89c36a8b2f4884cd8e68168247,64fc1ea0b3ef7d792474f9cce8ddbfb1,canceled,2017-11-06 21:02:18,2017-11-07 04:32:12,,,2017-11-27 00:00:00,2017-11
25068,6c16d886be4fe03174a289a4ca70a775,780b36c3e066c0251df695c5ce83994e,canceled,2018-06-05 15:06:16,2018-06-05 15:31:39,,,2018-06-29 00:00:00,2018-06
25122,2e8a59579f027832343436a97c22499b,4dcdb96c4c889577e5b04124b6ce5cff,canceled,2017-09-08 11:19:09,2017-09-09 04:45:14,,,2017-09-20 00:00:00,2017-09
25514,44b4829b58167b697a69c8aa8eb64733,9a4a3ebb868261c944c5ba16fdaff61b,canceled,2017-03-01 11:26:37,2017-03-02 11:30:21,,,2017-03-20 00:00:00,2017-03
25651,1857e77a4bad8abb2db929f107430663,616833eaef04d25b67207119cd6936dc,canceled,2017-08-31 23:55:57,,,,2017-09-28 00:00:00,2017-08
25686,6954eac303f94f5f51b80deb4ba7be50,4cbc0fdd8d7548de068a1cff9d293da3,canceled,2018-08-03 15:05:58,2018-08-03 15:40:17,,,2018-08-15 00:00:00,2018-08
25865,c8a39e88e6ff246e21f6fc93c50a2e88,4f4ee29810bbc369aeb430d5aed89fab,canceled,2017-05-27 22:45:48,2017-05-27 23:02:27,,,2017-06-12 00:00:00,2017-05
25938,6feadaaee762109cbc3bfaf93254fab9,a5a5a602f049547e4fe6c39a0a2629b6,canceled,2017-07-02 21:36:22,2017-07-04 04:50:25,,,2017-07-19 00:00:00,2017-07
25953,bb8edfe0742a6a0279b7dff848289568,c2a1740e781cc978dbab71735cf3ce84,canceled,2018-08-30 10:24:34,,,,2018-09-18 00:00:00,2018-08
26197,5b3367de06e5c2955a98de36a52fbe1a,efccddae70862d3630a35e4c7fc75a02,canceled,2017-03-07 12:43:03,2017-03-07 13:04:43,,,2017-03-28 00:00:00,2017-03
26231,7c0659561e8e95e839b8a4f9f4b6fab9,a08d823689fb2cf5ac00c9f9dbb7fd36,canceled,2018-05-19 23:33:33,2018-05-20 00:53:10,,,2018-06-04 00:00:00,2018-05
26525,a9c8ac0c26c178f0ad33618f96225a01,727ab4449f530b9af13f40fa8e528bff,canceled,2018-07-22 23:36:14,2018-07-23 12:31:55,,,2018-08-07 00:00:00,2018-07
26618,02e723e8edb4a123d414f56cc9c4665e,6e9f7d9e943f9c0bdea278d9d7a1c9b9,canceled,2017-08-18 14:30:19,,,,2017-09-21 00:00:00,2017-08
26630,1c95864be748aeb7e70002b2d365646f,6e339a46f22ae325fd96275ddde00906,canceled,2017-04-14 16:11:03,2017-04-14 16:21:55,,,2017-05-17 00:00:00,2017-04
26915,e5476d1c0a9bcc909b2f4bc24559bdde,ae933e624bc868f3e68628d1f5ceeebc,canceled,2017-02-13 17:17:36,2017-02-13 17:30:17,,,2017-03-16 00:00:00,2017-02
27030,c94939ec208457c136427d40ea7bb4cf,bdc00c07c6a1107c61ae7e8a75d3071c,canceled,2017-09-06 16:23:33,2017-09-06 16:37:13,,,2017-09-25 00:00:00,2017-09
27167,5f0dfd096a455e93ffb4ee0635b32264,b03efbab821a8ef7b3e6b2a75ec7d74d,canceled,2018-07-29 15:15:39,2018-07-29 15:25:09,,,2018-08-02 00:00:00,2018-07
27289,b5d4eb6b98c48a1d20e7a7663881bdd0,f381ff44c4fc5bd43c38116f3bd715b6,canceled,2017-10-06 21:54:55,2017-10-06 22:07:19,,,2017-10-30 00:00:00,2017-10
27422,7525729ed75b4d65c84bf8499bef7df2,2153cb587e3b6aad494beb2b208e10fc,canceled,2017-02-22 19:36:22,2017-02-22 19:50:20,,,2017-03-30 00:00:00,2017-02
28455,d01c5b46e00bd214519fe9f64bbb2649,c14683c13fb7e9f39e4228f207eb05a8,canceled,2017-03-13 20:30:13,2017-03-13 20:30:13,,,2017-04-03 00:00:00,2017-03
28532,4fafa25ee16300a26f7ef92f3d15b58b,aa5ca8afef8fe0f0ef822a9da12d2cf1,canceled,2018-02-09 17:36:42,2018-02-10 07:08:42,,,2018-03-08 00:00:00,2018-02
28683,2db84a082bda455eb1da10727e7ca621,12f0a2db64cb3b8ffbe0a340acb99050,canceled,2018-02-02 15:29:05,2018-02-02 16:00:26,2018-02-06 14:54:44,,2018-02-20 00:00:00,2018-02
28749,541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,,,2018-05-29 00:00:00,2018-05
28768,670e3b20191d3198a76069c8f9b12355,f76bd438480c183ffb510bad040f3bd9,canceled,2017-02-03 00:55:24,,,,2017-03-09 00:00:00,2017-02
28777,3addeedb2235eeb1e75dd513cd6eeb35,386031dc5202d867cdc6083a353493d1,canceled,2018-03-21 15:41:24,2018-03-23 02:31:02,,,2018-04-09 00:00:00,2018-03
28837,ba2821b49c92e278db491d3e19fa0556,159ca8ee3ba03b17c749a3bc8e099e87,canceled,2017-05-02 17:51:28,,,,2017-05-26 00:00:00,2017-05
28846,9abe82df39e950e1e0c1a5969e22571e,0d0616e01497d605e2bc400cba06de99,canceled,2017-03-21 14:45:36,2017-03-21 14:45:36,,,2017-04-12 00:00:00,2017-03
29123,dafb12075abc3168e9addb5ccf7a02c5,a623062e2e6941fa9cc54558ea3229a6,canceled,2017-07-16 21:59:33,,,,2017-07-28 00:00:00,2017-07
29564,37ce40447807e0d3e58cc474ce549881,72d1b8564e088b8bb0a080d3ff03de1a,canceled,2018-01-27 11:20:50,2018-01-27 11:34:30,,,2018-02-26 00:00:00,2018-01
29738,cd94dbdc801da0cd93b0c8f33663973d,17ba50f54399b61694fbb138a3831d56,canceled,2018-02-21 20:54:45,2018-02-21 21:29:00,2018-02-24 00:21:47,,2018-03-15 00:00:00,2018-02
29915,2663ce3526465b7ee9809428adabdc45,032a544bbe984490f6ff7450e3c8b0bc,canceled,2018-08-30 13:07:46,,,,2018-09-12 00:00:00,2018-08
29947,b8752fc264f1692031237bb715061cc4,217368c0bfd8d50699dfb3f303d4c387,canceled,2018-02-22 16:58:06,2018-02-22 17:15:47,2018-02-23 20:49:02,,2018-03-09 00:00:00,2018-02
30150,92d731517f17c26f16182d45498c4c3d,95c44daefa7bfb91c6bb0665a0cd22fc,canceled,2016-10-05 11:23:13,,,,2016-11-14 00:00:00,2016-10
30250,0166cc8756d58b4a30fb49de83527120,19e9dac43eee8df98092482fdce676da,canceled,2018-02-08 21:09:18,2018-02-08 21:27:56,2018-02-09 23:12:30,,2018-02-22 00:00:00,2018-02
30545,d8f135a040950408cd059c27a623bd97,1304ac93f1f11eea17208a52de500b24,canceled,2018-03-03 11:09:57,2018-03-03 11:20:35,,,2018-03-21 00:00:00,2018-03
30559,8c3a5781b4f217b12c76e4216007e2db,ee446be704f02e18b31a0007ee5c1670,canceled,2018-03-20 15:23:29,2018-03-20 15:35:40,,,2018-04-09 00:00:00,2018-03
30684,d177b7c08ed2934d5888e7fd236d42e1,045d8fcab59f603256eefe86e45f0350,canceled,2017-08-17 13:20:41,,,,2017-09-04 00:00:00,2017-08
31170,21a00b08cbeb5716bbb66105e3dbd850,002b5342c72978cf0aba6aae1f5d5293,canceled,2018-09-10 17:51:25,,,,2018-09-20 00:00:00,2018-09
31193,e23eaa3bc8275c392145e736dbdea275,50bb775cd30a21ae108d4866abb6d9df,canceled,2017-06-18 17:22:09,2017-06-18 17:35:24,,,2017-06-30 00:00:00,2017-06
31333,fa6d0c0ef7a7849ab7847303d458df3c,1ec1771954d299bf9a497cec57932c3d,canceled,2018-02-05 14:32:21,2018-02-05 14:48:31,,,2018-03-14 00:00:00,2018-02
31782,6b460c25c2bb8e1323536e9e921d04a1,95d2bac8c1d115b9c5291fba7b9186aa,canceled,2018-01-29 16:07:41,2018-01-29 16:36:51,2018-01-30 21:12:59,,2018-03-02 00:00:00,2018-01
31891,a2ac6dad85cf8af5b0afb510a240fe8c,4c2ec60c29d10c34bd49cb88aa85cfc4,canceled,2018-10-03 18:55:29,,,,2018-10-16 00:00:00,2018-10
31910,d2bc174d5c413f457a21db6899afb682,0337719c3caba8187a276942d35347fd,canceled,2018-08-09 09:50:42,,,,2018-09-14 00:00:00,2018-08
32382,d05cf40cb923ba228822414cc52067c3,2f8d1f27dbf2a944f1b5bda2de277ccf,canceled,2017-09-23 06:23:19,2017-09-23 07:00:06,,,2017-10-10 00:00:00,2017-09
32691,1a5d21f44c73693b9930d0ca33a9d0b1,a21871375ed19fc3f2d8c62fdc75b9dc,canceled,2018-08-16 17:50:14,,,,2018-09-12 00:00:00,2018-08
32733,4641a7999ca05850ee60509c213dc8ac,a7ff2f7795c7e202a24fc881252112bf,canceled,2017-11-20 12:48:37,,,,2017-12-01 00:00:00,2017-11
33462,32e34fe202c1776f1f6670feb9a28a73,96dfc016637a147605872f99cdca9f4f,canceled,2017-08-05 16:11:14,2017-08-05 16:25:16,,,2017-08-18 00:00:00,2017-08
33650,fd4c3a2912e854eedd463b329540da4b,d2fdd1d3725bccaa0900e360a985398f,canceled,2017-10-28 11:18:48,,,,2017-11-21 00:00:00,2017-10
33972,a20191650d84d1d59f72139a87207a3b,94c1a60de2eed5c304c731a6ec674387,canceled,2018-01-22 17:10:19,2018-01-22 17:19:21,,,2018-03-14 00:00:00,2018-01
33979,5aac76cf7b07dd06fa4d50bf461d2f40,7a8a02e54cf3472df427e927f8b9c046,canceled,2018-09-25 11:59:18,,,,2018-10-11 00:00:00,2018-09
34122,0ea5760bfbfe671160e0599cf68f1981,e016de14d2abd37825c4c485cd780b74,canceled,2018-07-18 09:56:16,,,,2018-08-16 00:00:00,2018-07
34543,896fbd78a9ef3839b34b893f48f6bc67,20153d17ff713721abd8b4c082d5e4d5,canceled,2018-05-12 01:48:33,,,,2018-05-30 00:00:00,2018-05
34603,503e8daafed23dbae78ff210f2d41f0f,b803a36f5b9d8d6f91c23a92d2e5bac2,canceled,2018-08-20 14:16:15,,,,2018-09-04 00:00:00,2018-08
34849,af07804a2d53e8639954baf97fbf803a,61a39d14e096f31b0d84c33bf54ace42,canceled,2018-04-19 13:46:42,2018-04-20 10:22:46,,,2018-05-03 00:00:00,2018-04
35096,697495e65867be26f25a3b5df26fcdac,d688c4f6c5a3cbf5d750cfffc6197da9,canceled,2017-10-21 11:08:42,2017-10-21 11:21:20,,,2017-11-09 00:00:00,2017-10
35143,3af427dfb9464cd660ac27292bb5d30b,296fcaa5fafeccd48433a91f4019d99b,canceled,2018-01-30 13:28:14,2018-01-30 14:21:31,2018-02-01 01:58:41,,2018-03-01 00:00:00,2018-01
35249,90ff3cffbad0c03e76cdb32a788a649e,404625763e1fb3d80a8f2b984a19b1eb,canceled,2017-02-20 11:29:19,2017-02-22 03:22:35,,,2017-03-27 00:00:00,2017-02
35554,4689301ba3cbffea28d57a22a80987c3,bc5bd0ea0abd3f669c9de1dcef666da2,canceled,2017-08-16 20:51:24,2017-08-17 02:45:20,,,2017-09-20 00:00:00,2017-08
35576,4a63bdb264d95eae86109b24b4880aee,e3ecae2c1c7408b84d64573d0f264d78,canceled,2018-03-26 11:59:06,2018-03-26 19:50:10,,,2018-04-06 00:00:00,2018-03
35599,1cd8d1567debd198821fe9d46d99b5b1,ef775ae2f3b831b79dd2e9bcf77bfb06,canceled,2017-09-25 20:16:38,2017-09-25 20:28:20,,,2017-10-20 00:00:00,2017-09
35665,582fd4fa596ee1af88f153a5ba0523f2,deaa19219d8e3afdf04e2685df1bda8a,canceled,2017-11-09 17:38:45,,,,2017-12-05 00:00:00,2017-11
35696,5d9c5817e278892b7498d90bfa28ade8,b583a7efe4522c8ce8942bd47f33d487,canceled,2018-04-26 08:13:54,2018-04-26 08:32:52,,,2018-05-10 00:00:00,2018-04
35848,3f97741c29250239ff213d393949f2e3,1731db282fac679041eb553468a52e08,canceled,2017-03-20 19:36:51,2017-03-20 19:36:51,,,2017-04-19 00:00:00,2017-03
35945,d98c008ab7402c99b12dc051744284e8,7828259afabc492846fc688e48663280,canceled,2018-02-21 09:43:49,2018-02-22 02:15:53,,,2018-03-07 00:00:00,2018-02
36033,5627a31940ca40213ead4a6a71e7b386,48d301b5b8df06178be995e0ae887bbe,canceled,2018-05-21 12:22:10,2018-05-21 15:34:08,,,2018-05-29 00:00:00,2018-05
36034,13bdf405f961a6deec817d817f5c6624,b279a1d441c73c1974d7a63618855aa0,canceled,2017-03-16 02:30:51,2017-03-16 02:30:51,,,2017-08-08 00:00:00,2017-03
36119,12af24617f25e0c8cd411544f704f2f7,13733cc0a4aafa89ac9017036cc89fe6,canceled,2017-01-26 23:11:32,2017-01-28 10:33:06,,,2017-03-06 00:00:00,2017-01
36446,816e9ea5a585767bf637afdfb6d536ed,9629cd856821f7cffff6f6238d5cb5e7,canceled,2017-09-27 20:03:11,,,,2017-10-19 00:00:00,2017-09
36582,ad430bc59db52b1f7522b6f19e669bc6,eed07583336a218b34ffa4773126a86b,canceled,2017-03-05 19:39:34,2017-03-05 19:50:09,,,2017-03-27 00:00:00,2017-03
36639,8040bd2eb4b6e7cfcda94f1ccdcc703d,43d849aaaec5478f91ff9b26406d7808,canceled,2017-05-03 23:23:55,,,,2017-06-07 00:00:00,2017-05
36721,c7da51b752a41bf0fc419eb6b929b582,e1655c7d605b0ed5ec8fc10043ef3076,canceled,2018-07-04 13:11:55,2018-07-05 16:35:10,,,2018-07-23 00:00:00,2018-07
36762,f289bb2bb19d49b2e6aa64cb10b0e4bc,2f3dc6fda9c82bef02f23f9387ef137e,canceled,2018-08-08 20:48:39,2018-08-08 21:05:04,,,2018-08-17 00:00:00,2018-08
36884,7114487751b14b1d7f547fefba1eec75,d9701914d7ce67dae929a04783aa18d2,canceled,2017-11-22 19:56:37,2017-11-22 20:26:11,,,2017-12-12 00:00:00,2017-11
37003,869997fbe01f39d184956b5c6bccfdbe,55c9dad94ec1a2ba57998bdb376c230a,canceled,2018-09-26 08:40:15,,,,2018-10-25 00:00:00,2018-09
37035,92a0ba3943ad83671830b1091c606671,867c55ed114e42ec2f42e8f40b114cf4,canceled,2017-03-24 00:24:17,2017-03-24 01:23:01,,,2017-04-26 00:00:00,2017-03
37669,66418c06e5f1b83ea04c3d1a7221db5d,5489b0dfffe293c1007436f4a0b1544c,canceled,2018-05-07 15:02:10,2018-05-07 16:52:49,,,2018-05-22 00:00:00,2018-05
37675,99b492e774feb838a15101dc48ecb6f0,0a095e1e6ef438f5fa02a40716b22126,canceled,2017-08-03 11:01:10,,,,2017-08-17 00:00:00,2017-08
37698,5347a99b50c4d33d2959dcce4e19641c,a90eb0fd53226594f6390b44eab06946,canceled,2018-06-19 22:39:33,2018-06-19 22:55:57,,,2018-07-13 00:00:00,2018-06
37766,4c5e883786df8d555be4dc12f11d3fe7,1fe8ff5b23920df6e3509db320011455,canceled,2018-06-10 06:44:32,2018-06-12 04:57:32,,,2018-06-25 00:00:00,2018-06
38291,032cf17f7a713287e46999fddea6051b,7ec44117b7760d297447f1cff2a10967,canceled,2016-10-07 12:21:07,,,,2016-11-17 00:00:00,2016-10
38615,5f416901ed4850dea2341b0c8cf6fde7,9cfe17d7f310c898ff790dc592d005e1,canceled,2017-11-05 17:40:04,2017-11-05 17:50:55,,,2017-11-24 00:00:00,2017-11
38687,f86d7bc39aab05299691322044b63bb2,ff31bee1ba4bba00cc14b1b91c8d28f3,canceled,2018-08-13 18:43:06,,,,2018-09-25 00:00:00,2018-08
38902,f7f1e7aa2dda713297141d80375e9509,4da2c9c807e40ef2c7c78cca34ffa0f3,canceled,2017-08-12 19:53:24,2017-08-13 20:05:21,,,2017-09-18 00:00:00,2017-08
39491,34b3d6f518fb789c443e4ec00f9bb0ce,0340b2de09f18a986fea9f26cc7b2d9c,canceled,2017-05-25 13:07:50,2017-05-25 13:22:31,,,2017-06-19 00:00:00,2017-05
39655,1f66f9bfd244a5383aeb00a84ad12a66,b692755548475c6db9d19858c5da06f1,canceled,2016-10-10 10:49:54,2016-10-10 12:01:56,,,2016-12-08 00:00:00,2016-10
39737,c306eca42d32507b970739b5b6a5a33a,24b0e2bd287e47d54d193e7bbb51103f,canceled,2018-08-13 09:14:07,,,,2018-09-05 00:00:00,2018-08
39919,4637ca194b6387e2d538dc89b124b0ee,a73c1f73f5772cf801434bf984b0b1a7,canceled,2018-09-03 14:14:25,,,,2018-09-10 00:00:00,2018-09
39993,f3bd213a969549dd53ed48872f4bb69d,1b4970ad8aaf073fd9164c55384584a5,canceled,2017-09-22 21:15:18,2017-09-26 03:49:17,,,2017-10-17 00:00:00,2017-09
40036,16547d000ee8f177f45827613e2a17f3,7046abe749e4aafda4638fd2e718aff7,canceled,2017-03-21 21:16:22,2017-03-21 21:16:22,,,2017-04-13 00:00:00,2017-03
40076,7fd4b0e047195ca197c3660772a8d8c0,fc253202cb10b4a99ac862321a854858,canceled,2016-10-08 07:02:33,2016-10-18 15:19:10,,,2016-11-18 00:00:00,2016-10
40235,c8c528189310eaa44a745b8d9d26908b,197a2a6a77da93f678ea0d379f21da0a,canceled,2018-08-28 20:05:14,,,,2018-09-11 00:00:00,2018-08
